"Index","Name","Url","FinalGrade","FunctionalClass","ResultTiles","TestedCategory","NetworkClass1","Status1","NetworkClass2","Status2","FinalUrl","Error"
"370","CocoManga","https://cocomanga.xyz","部分可用","NoResultsOrError","0","最新发布","Dead","","Reachable","200","https://cocomanga.xyz/","System.Management.Automation.MethodInvocationException: Exception calling ""GetResult"" with ""0"" argument(s): ""The SSL connection could not be established, see inner exception.""
 ---> System.Net.Http.HttpRequestException: The SSL connection could not be established, see inner exception.
 ---> System.IO.IOException: Received an unexpected EOF or 0 bytes from the transport stream.
   at System.Net.Security.SslStream.ReceiveHandshakeFrameAsync[TIOAdapter](CancellationToken cancellationToken)
   a"
"371","COMICO","http://www.comico.com.tw","部分可用","NoResultsOrError","0","男性排行榜","Blocked","","Blocked","","http://www.comico.com.tw","System.Management.Automation.MethodInvocationException: Exception calling ""GetResult"" with ""0"" argument(s): ""An error occurred while sending the request.""
 ---> System.Net.Http.HttpRequestException: An error occurred while sending the request.
 ---> System.Net.Http.HttpIOException: The response ended prematurely. (ResponseEnded)
   at System.Net.Http.HttpConnection.SendAsync(HttpRequestMessage request, Boolean async, CancellationToken cancellationToken)
   --- End of inner exception stack tr"
"372","Toptoon","https://m.toptoon.vip","失效","NoResultsOrError","0","连载","Dead","","Dead","","https://m.toptoon.vip","System.Management.Automation.MethodInvocationException: Exception calling ""GetResult"" with ""0"" argument(s): ""The SSL connection could not be established, see inner exception.""
 ---> System.Net.Http.HttpRequestException: The SSL connection could not be established, see inner exception.
 ---> System.IO.IOException: Received an unexpected EOF or 0 bytes from the transport stream.
   at System.Net.Security.SslStream.ReceiveHandshakeFrameAsync[TIOAdapter](CancellationToken cancellationToken)
   a"
"373","Rawdevart","https://rawdevart.com","部分可用","NoResultsOrError","0","Lastest","Reachable","200","Reachable","200","https://rawdevart.com/",""
"374","SenManga","https://raw.senmanga.com","部分可用","NoResultsOrError","0","Last Update","Reachable","200","Reachable","200","https://raw.senmanga.com/",""
"375","ViewComics","https://viewcomics.me","部分可用","NoResultsOrError","0","Ongoing","Reachable","302","Reachable","200","https://viewcomics.me/",""
"376","MangaRaw","https://mangaraw.to/","部分可用","NoResultsOrError","0","トップ","Reachable","200","Reachable","200","https://mangaraw.to/",""
"377","ComicK","https://comick.top","部分可用","NoResultsOrError","0","トップ","Reachable","200","Reachable","200","https://comick.top/",""
"378","Rawkuma","https://rawkuma.net","可用","BrowseWorks","20","Updated","Reachable","200","Reachable","200","https://rawkuma.net/",""
"379","KumaScans","https://kumascans.com","部分可用","NoResultsOrError","0","Update","Reachable","200","Reachable","200","https://kumascans.com/",""
"380","Retsu","https://retsu.org","失效","SkippedNetwork","0","Manga","Dead","","Dead","","https://retsu.org","System.Management.Automation.MethodInvocationException: Exception calling ""GetResult"" with ""0"" argument(s): ""The SSL connection could not be established, see inner exception.""
 ---> System.Net.Http.HttpRequestException: The SSL connection could not be established, see inner exception.
 ---> System.Security.Authentication.AuthenticationException: Authentication failed because the remote party sent a TLS alert: 'InternalError'.
 ---> System.ComponentModel.Win32Exception (0x80090326): 接收到的消息异常，或"
"381","KissAway","https://klz9.com","可用","BrowseWorks","20","最新更新","Blocked","200","Blocked","200","https://klz9.com/",""
"382","KLManga","https://klmanga.cam","可用","BrowseWorks","12","Manga Raw","Reachable","200","Reachable","200","https://klmanga.work/",""
"383","MangaDex","https://mangadex.org","可用","BrowseWorks","6","全部","Blocked","200","Blocked","200","https://mangadex.org/",""
"384","MangaHasu","https://mangahasu.se","部分可用","NoResultsOrError","0","Lastest releases","Blocked","200","Blocked","200","https://mangahasu.se/",""
"385","Reaper Scans","https://reaperscans.com","失效","SkippedNetwork","0","Last Update","Dead","","Dead","","https://reaperscans.com","System.Management.Automation.MethodInvocationException: Exception calling ""GetResult"" with ""0"" argument(s): ""The request was canceled due to the configured HttpClient.Timeout of 12 seconds elapsing.""
 ---> System.Threading.Tasks.TaskCanceledException: The request was canceled due to the configured HttpClient.Timeout of 12 seconds elapsing.
 ---> System.TimeoutException: The operation was canceled.
 ---> System.Threading.Tasks.TaskCanceledException: The operation was canceled.
 ---> System.IO"
"386","Toonily","https://toonily.net","失效","NoResultsOrError","0","HOME","Dead","","Dead","","https://toonily.net","System.Management.Automation.MethodInvocationException: Exception calling ""GetResult"" with ""0"" argument(s): ""The SSL connection could not be established, see inner exception.""
 ---> System.Net.Http.HttpRequestException: The SSL connection could not be established, see inner exception.
 ---> System.IO.IOException: Received an unexpected EOF or 0 bytes from the transport stream.
   at System.Net.Security.SslStream.ReceiveHandshakeFrameAsync[TIOAdapter](CancellationToken cancellationToken)
   a"
"387","WebtoonXYZ","https://www.webtoon.xyz","部分可用","NoResultsOrError","0","ALL","Blocked","403","Blocked","403","https://www.webtoon.xyz/",""
"388","Shield Manga","https://shieldmanga.club","部分可用","NoResultsOrError","0","Action","Reachable","200","Reachable","200","https://shieldmanga.club/",""
"389","365Manga","https://365manga.com","部分可用","NotTestedNoCategory","0","","Reachable","200","Reachable","200","https://365manga.com/",""
"390","MangaSum","https://mangasum.com","部分可用","NoResultsOrError","0","All genres","Dead","","Reachable","200","https://mangasum.com/","System.Management.Automation.MethodInvocationException: Exception calling ""GetResult"" with ""0"" argument(s): ""The SSL connection could not be established, see inner exception.""
 ---> System.Net.Http.HttpRequestException: The SSL connection could not be established, see inner exception.
 ---> System.IO.IOException: Received an unexpected EOF or 0 bytes from the transport stream.
   at System.Net.Security.SslStream.ReceiveHandshakeFrameAsync[TIOAdapter](CancellationToken cancellationToken)
   a"
"391","MyReadingManga","https://myreadingmanga.info","部分可用","NoResultsOrError","0","Manga","Blocked","403","Blocked","403","https://myreadingmanga.info/",""
"392","MangaRock","http://mangarock.club","部分可用","NoResultsOrError","0","Latest Manga","Reachable","200","Reachable","200","http://mangarock.club/",""
"393","MangaHatachi","https://hachimanga.com","部分可用","NoResultsOrError","0","ホーム ","Reachable","302","Reachable","200","https://hachimanga.com/",""
"394","MangaBat","https://m.mangabat.com","部分可用","NoResultsOrError","0","Lastest","Reachable","200","Reachable","200","https://emojilar.com/",""
"395","MangaToro","https://mangatoro.com","部分可用","NoResultsOrError","0","Last updated","Dead","","Reachable","200","https://mangatoro.com/","System.Management.Automation.MethodInvocationException: Exception calling ""GetResult"" with ""0"" argument(s): ""The SSL connection could not be established, see inner exception.""
 ---> System.Net.Http.HttpRequestException: The SSL connection could not be established, see inner exception.
 ---> System.IO.IOException: Received an unexpected EOF or 0 bytes from the transport stream.
   at System.Net.Security.SslStream.ReceiveHandshakeFrameAsync[TIOAdapter](CancellationToken cancellationToken)
   a"
"396","ReadComicsOnline","https://readcomicsonline.ru","部分可用","NoResultsOrError","0","Latest","Blocked","403","Blocked","403","https://readcomicsonline.ru/",""
"397","MangaOwl","https://mangaowl.net","部分可用","NoResultsOrError","0","4 koma","Dead","","Reachable","200","https://mangaowl.net/","System.Management.Automation.MethodInvocationException: Exception calling ""GetResult"" with ""0"" argument(s): ""The SSL connection could not be established, see inner exception.""
 ---> System.Net.Http.HttpRequestException: The SSL connection could not be established, see inner exception.
 ---> System.IO.IOException: Received an unexpected EOF or 0 bytes from the transport stream.
   at System.Net.Security.SslStream.ReceiveHandshakeFrameAsync[TIOAdapter](CancellationToken cancellationToken)
   a"
"398","MangaKakalot","https://mangakakalot.com","部分可用","NoResultsOrError","0","ALL","Blocked","403","Blocked","403","https://mangakakalot.com/",""
"399","Manganelo","https://manganelo.com","部分可用","NoResultsOrError","0","Newest","Blocked","403","Blocked","403","https://manganelo.com/",""
"400","Mangahere","http://mangahere.today","部分可用","NoResultsOrError","0","Lastest","Reachable","200","Reachable","200","https://kitenugui.com/r/3vmp7lDbpXyxGFDPcCeF-h0_vv4ToI4GJ4CrLP_4C7TipAme7hFSMj2KxnOX5ZKzUyuFkQ2ZxYGHck94iAHsnPA00duzD9oF3luyLAG29sKQMIFqUjQCU32oYgK-djohtOof_0ChbBUUNCTqvV-yLlpCKzcsmfm4CyvSwId_0l-kXuBfFBS5udP8Q2urD-gAt2d5Ot3XjExMcTZoZ8iKPACetvcLJhrkniOJLWlNmxdIeeYxYkBt4On6lY1XJLIifFXGuMp9VSUL7Bei-kpNRRAPVSf_izU8jlvhSLpvogO5gIg2sYtZA9mTxelr_R-8o18E6E6He2vRtKxNSRsV1RiklD8GfUTDidtGceaIOl8QpgNLC_xfp1_DyMEZ-o_bCmJkZC9tVEE2lTcEikJhQZwelmo2_KrLVjmamJC-LLfYv6mDwzy-6V5x2WXnKjNT",""
"401","LoveHug","https://weloma.art","可用","BrowseWorks","20","Most views","Dead","","Blocked","200","https://weloma.net/","System.Management.Automation.MethodInvocationException: Exception calling ""GetResult"" with ""0"" argument(s): ""The SSL connection could not be established, see inner exception.""
 ---> System.Net.Http.HttpRequestException: The SSL connection could not be established, see inner exception.
 ---> System.IO.IOException: Received an unexpected EOF or 0 bytes from the transport stream.
   at System.Net.Security.SslStream.ReceiveHandshakeFrameAsync[TIOAdapter](CancellationToken cancellationToken)
   a"
"402","Isekaiscan","https://isekaiscan.com","部分可用","NoResultsOrError","0","Lastest","Reachable","200","Reachable","200","https://isekaiscan.com/",""
"403","剧能玩","http://appserver.jnwtv.com:8080","失效","SkippedNetwork","0","榜单-畅销榜","Dead","","Dead","","http://appserver.jnwtv.com:8080","System.Management.Automation.MethodInvocationException: Exception calling ""GetResult"" with ""0"" argument(s): ""The request was canceled due to the configured HttpClient.Timeout of 12 seconds elapsing.""
 ---> System.Threading.Tasks.TaskCanceledException: The request was canceled due to the configured HttpClient.Timeout of 12 seconds elapsing.
 ---> System.TimeoutException: The operation was canceled.
 ---> System.Threading.Tasks.TaskCanceledException: The operation was canceled.
 ---> System.IO"
"404","杂志迷","https://android2024.zazhimi.net","部分可用","SkippedNetwork","0","热门","Reachable","200","Reachable","200","https://android2024.zazhimi.net/",""
"405","次元小镇","https://dimtown.com","部分可用","SkippedNetwork","0","摄影","Blocked","403","Blocked","403","https://dimtown.com/",""
"406","堆糖图库","https://www.duitang.com","部分可用","SkippedNetwork","0","壁纸","Reachable","200","Dead","","https://www.duitang.com","System.Management.Automation.MethodInvocationException: Exception calling ""GetResult"" with ""0"" argument(s): ""The request was canceled due to the configured HttpClient.Timeout of 12 seconds elapsing.""
 ---> System.Threading.Tasks.TaskCanceledException: The request was canceled due to the configured HttpClient.Timeout of 12 seconds elapsing.
 ---> System.TimeoutException: The operation was canceled.
 ---> System.Threading.Tasks.TaskCanceledException: The operation was canceled.
 ---> System.IO"
"407","哔哩相簿","https://h.bilibili.com","可用","BrowseWorks","1","首页","Reachable","200","Reachable","200","https://h.bilibili.com/",""
"408","美桌网","http://www.win4000.com","部分可用","NoResultsOrError","0","风景","Reachable","200","Reachable","200","http://www.win4000.com/",""
"409","萌图社","https://moetu.club","部分可用","SkippedNetwork","0","全部","Reachable","200","Reachable","200","https://moetu.club/",""
"410","瞎扯","https://xcxsd.org","失效","SkippedNetwork","0","养眼图片","Dead","","Dead","","https://xcxsd.org","System.Management.Automation.MethodInvocationException: Exception calling ""GetResult"" with ""0"" argument(s): ""The SSL connection could not be established, see inner exception.""
 ---> System.Net.Http.HttpRequestException: The SSL connection could not be established, see inner exception.
 ---> System.IO.IOException: Received an unexpected EOF or 0 bytes from the transport stream.
   at System.Net.Security.SslStream.ReceiveHandshakeFrameAsync[TIOAdapter](CancellationToken cancellationToken)
   a"
"411","Ammmi二次元","https://www.ammmi.com","失效","SkippedNetwork","0","动漫图片","Dead","","Dead","","https://www.ammmi.com","System.Management.Automation.MethodInvocationException: Exception calling ""GetResult"" with ""0"" argument(s): ""The SSL connection could not be established, see inner exception.""
 ---> System.Net.Http.HttpRequestException: The SSL connection could not be established, see inner exception.
 ---> System.IO.IOException: Received an unexpected EOF or 0 bytes from the transport stream.
   at System.Net.Security.SslStream.ReceiveHandshakeFrameAsync[TIOAdapter](CancellationToken cancellationToken)
   a"
"412","叽哩叽哩","https://www.jiligame.com","失效","SkippedNetwork","0","二次元美图","Dead","","Dead","","https://www.jiligame.com","System.Management.Automation.MethodInvocationException: Exception calling ""GetResult"" with ""0"" argument(s): ""The SSL connection could not be established, see inner exception.""
 ---> System.Net.Http.HttpRequestException: The SSL connection could not be established, see inner exception.
 ---> System.IO.IOException: Received an unexpected EOF or 0 bytes from the transport stream.
   at System.Net.Security.SslStream.ReceiveHandshakeFrameAsync[TIOAdapter](CancellationToken cancellationToken)
   a"
"413","和邪社","https://www.hexieshe.cn","失效","NoResultsOrError","0","图毒生灵","Dead","","Dead","","https://www.hexieshe.cn","System.Management.Automation.MethodInvocationException: Exception calling ""GetResult"" with ""0"" argument(s): ""The SSL connection could not be established, see inner exception.""
 ---> System.Net.Http.HttpRequestException: The SSL connection could not be established, see inner exception.
 ---> System.IO.IOException: Received an unexpected EOF or 0 bytes from the transport stream.
   at System.Net.Security.SslStream.ReceiveHandshakeFrameAsync[TIOAdapter](CancellationToken cancellationToken)
   a"
"414","绝对领域","http://www.jdlingyu.com","需要登录","NoResultsOrError","0","绅士好物","Login","200","Login","200","https://www.jdlingyu.com/",""
"415","Cosplay啦","http://ciyuandao.com/photo","可用","BrowseWorks","20","COS正片","Reachable","200","Dead","","http://ciyuandao.com/photo","System.Management.Automation.MethodInvocationException: Exception calling ""GetResult"" with ""0"" argument(s): ""The request was canceled due to the configured HttpClient.Timeout of 12 seconds elapsing.""
 ---> System.Threading.Tasks.TaskCanceledException: The request was canceled due to the configured HttpClient.Timeout of 12 seconds elapsing.
 ---> System.TimeoutException: The operation was canceled.
 ---> System.Threading.Tasks.TaskCanceledException: The operation was canceled.
 ---> System.IO"
"416","唯美女生","https://www.vmgirls.com","部分可用","NoResultsOrError","0","小清新","Reachable","200","Reachable","200","https://forsale.godaddy.com/forsale/vmgirls.com?traffic_id=GoDaddy_DLS&traffic_type=TDFS&utm_campaign=TDFS_GoDaddy_DLS&utm_medium=sn_affiliate_click&utm_source=TDFS",""
"417","秀人集","http://98.987328.xyz","部分可用","SkippedNetwork","0","最近更新","Blocked","","Blocked","","http://98.987328.xyz","System.Management.Automation.MethodInvocationException: Exception calling ""GetResult"" with ""0"" argument(s): ""An error occurred while sending the request.""
 ---> System.Net.Http.HttpRequestException: An error occurred while sending the request.
 ---> System.Net.Http.HttpIOException: The response ended prematurely. (ResponseEnded)
   at System.Net.Http.HttpConnection.SendAsync(HttpRequestMessage request, Boolean async, CancellationToken cancellationToken)
   --- End of inner exception stack tr"
"418","唯一图库","http://www.mmonly.cc","可用","BrowseWorks","20","美女图片","Reachable","200","Reachable","200","http://www.mmonly.cc/",""
"419","羁绊图库","http://www.005.tv","部分可用","NoResultsOrError","0","动漫美图","Blocked","","Blocked","","http://www.005.tv","System.Management.Automation.MethodInvocationException: Exception calling ""GetResult"" with ""0"" argument(s): ""An error occurred while sending the request.""
 ---> System.Net.Http.HttpRequestException: An error occurred while sending the request.
 ---> System.Net.Http.HttpIOException: The response ended prematurely. (ResponseEnded)
   at System.Net.Http.HttpConnection.SendAsync(HttpRequestMessage request, Boolean async, CancellationToken cancellationToken)
   --- End of inner exception stack tr"
"420","必应壁纸","https://bing.ioliu.cn","部分可用","NoResultsOrError","0","最新","Reachable","200","Reachable","200","https://bing.ioliu.cn/",""
"421","安卓壁纸","http://service.picasso.adesk.com","失效","SkippedNetwork","0","壁纸","Dead","404","Dead","404","http://service.picasso.adesk.com/",""
"422","轻小说文库（轻小说）","https://www.wenku8.cc","可用","BrowseWorks","20","电击文库","Blocked","403","Blocked","403","https://www.wenku8.net/",""
"423","哔哩轻漫画","https://www.bilimanga.net","可用","BrowseWorks","20","最近更新","Reachable","200","Reachable","200","https://www.bilimanga.net/",""
"424","神凑轻小说（轻小说）","https://m.shencou.com","可用","BrowseWorks","20","电击文库","Blocked","403","Blocked","403","https://m.shencou.com/",""
"425","ESJ轻小说（轻小说）","https://www.esjzone.cc","部分可用","NoResultsOrError","0","全部","Blocked","200","Blocked","200","https://www.esjzone.cc/",""
"426","香香腐宅（轻小说）","https://boyloveheaven13.cc","可用","BrowseWorks","20","每日更新","Dead","","Reachable","200","https://boylove.cc/","System.Management.Automation.MethodInvocationException: Exception calling ""GetResult"" with ""0"" argument(s): ""The SSL connection could not be established, see inner exception.""
 ---> System.Net.Http.HttpRequestException: The SSL connection could not be established, see inner exception.
 ---> System.IO.IOException: Received an unexpected EOF or 0 bytes from the transport stream.
   at System.Net.Security.SslStream.ReceiveHandshakeFrameAsync[TIOAdapter](CancellationToken cancellationToken)
   a"
"427","拷贝轻小说（轻小说）","https://www.copy4000.com/h5/discover","可用","BrowseWorks","20","最新","Reachable","200","Reachable","200","https://www.copy4000.com/h5/discover",""
"428","真白萌轻小说（轻小说）","https://masiro.me","需要登录","SkippedNetwork","0","全部小说","Login","403","Login","403","https://masiro.me/admin/auth/login",""
"429","SF轻小说（轻小说）","https://m.sfacg.com","可用","BrowseWorks","6","更新","Reachable","200","Reachable","200","https://m.sfacg.com/",""
"430","樱花动漫ACD（动画）","http://m.yinghuadm.io","可用","BrowseWorks","20","日本动漫","Reachable","200","Reachable","200","http://m.yinghuadm.io/",""
"431","AGE动漫（动画）","https://www.agemys.org","失效","SkippedNetwork","0","更新时间","Dead","","Dead","","https://www.agemys.org","System.Management.Automation.MethodInvocationException: Exception calling ""GetResult"" with ""0"" argument(s): ""The SSL connection could not be established, see inner exception.""
 ---> System.Net.Http.HttpRequestException: The SSL connection could not be established, see inner exception.
 ---> System.Security.Authentication.AuthenticationException: The remote certificate is invalid because of errors in the certificate chain: NotTimeValid
   at System.Net.Security.SslStream.CompleteHandshake(SslA"
"432","NT动漫（动画）","http://www.ntdm.tv","部分可用","NoResultsOrError","0","每日更新","Blocked","","Blocked","","http://www.ntdm.tv","System.Management.Automation.MethodInvocationException: Exception calling ""GetResult"" with ""0"" argument(s): ""An error occurred while sending the request.""
 ---> System.Net.Http.HttpRequestException: An error occurred while sending the request.
 ---> System.Net.Http.HttpIOException: The response ended prematurely. (ResponseEnded)
   at System.Net.Http.HttpConnection.SendAsync(HttpRequestMessage request, Boolean async, CancellationToken cancellationToken)
   --- End of inner exception stack tr"
"433","OmoFun动漫（动画）","https://www.omofuns.com","可用","BrowseWorks","20","日漫","Reachable","200","Reachable","200","https://www.omofuns.com/",""
"434","囧次元（动画）","http://tv.yy-fun.cc","部分可用","NoResultsOrError","0","最新","Blocked","","Blocked","","http://tv.yy-fun.cc","System.Management.Automation.MethodInvocationException: Exception calling ""GetResult"" with ""0"" argument(s): ""An error occurred while sending the request.""
 ---> System.Net.Http.HttpRequestException: An error occurred while sending the request.
 ---> System.Net.Http.HttpIOException: The response ended prematurely. (ResponseEnded)
   at System.Net.Http.HttpConnection.SendAsync(HttpRequestMessage request, Boolean async, CancellationToken cancellationToken)
   --- End of inner exception stack tr"
"435","曼波动画（动画）","https://app.omofun1.top","失效","NoResultsOrError","0","最新","Dead","","Dead","","https://app.omofun1.top","System.Management.Automation.MethodInvocationException: Exception calling ""GetResult"" with ""0"" argument(s): ""The SSL connection could not be established, see inner exception.""
 ---> System.Net.Http.HttpRequestException: The SSL connection could not be established, see inner exception.
 ---> System.IO.IOException: Received an unexpected EOF or 0 bytes from the transport stream.
   at System.Net.Security.SslStream.ReceiveHandshakeFrameAsync[TIOAdapter](CancellationToken cancellationToken)
   a"
"436","MiFun动画（动画）","https://ios.mifun.org","可用","BrowseWorks","20","最新","Reachable","200","Reachable","200","https://ios.mifun.org/",""
"437","爱云影视（动画）","https://www.iyunys.com","部分可用","NoResultsOrError","0","更新","Reachable","200","Reachable","200","https://www.iyunys.com/",""
"438","小霸王（游戏）","https://www.yikm.net","可用","BrowseWorks","20","FC","Reachable","200","Reachable","200","https://www.yikm.net/",""
